user_name,"San Francisco, CA",state,post_city,latitude,longitude,post_time,sentiment_score,magnitude,text
George Bovis,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Tue Nov 27 11:32:01 +0000 2018,-0.5,0.5,RT : Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
George Bovis,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Tue Nov 27 11:31:15 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
DME MEDS,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Tue Nov 27 03:00:26 +0000 2018,0.1,0.1,Shared via BBC : China baby gene editing claim ' dubious '
Simply Keith,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Tue Nov 27 01:58:07 +0000 2018,-0.3,1.1,Bullshit ! I did this years ago !
Nader Alghoul,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Tue Nov 27 01:56:33 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via #China #Genetics
John Patrick,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Tue Nov 27 01:14:15 +0000 2018,-0.5,0.5,""" Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies "" by GINA KOLATA , SUI-LEE WEE and PA"
Nenad Mikovic,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Tue Nov 27 01:13:09 +0000 2018,-0.5,0.5,""" Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies "" by GINA KOLATA , SUI-LEE WEE and PA"
Christian Sen,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Tue Nov 27 01:12:13 +0000 2018,-0.5,0.5,""" Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies "" by GINA KOLATA , SUI-LEE WEE and PA"
The Four Marks,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 23:30:38 +0000 2018,-0.6,0.6,"Not exactly burying the lede , but shouldn't be overlooked : "" He said he chose embryo gene editing for HIV because t"
Anna L. Ahlers 李安娜,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 22:16:26 +0000 2018,0.1,0.1,Chinese scientists round on crazy gene-editing claims
Harris Meyer,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 22:01:15 +0000 2018,0.3,0.7,"Wow . Rice University is working to uncover the involvement of physics professor Michael Deem , who has said he worke"
Ray Salazar,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 16:59:23 +0000 2018,0,0,RT : More than 100 scientists have signed a petition calling for greater oversight on gene editing experiments after a researcher
Grandma Gretchen,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 16:55:14 +0000 2018,0,0,RT : More than 100 scientists have signed a petition calling for greater oversight on gene editing experiments after a researcher
Chicago Sun-Times,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 16:53:20 +0000 2018,0,0,More than 100 scientists have signed a petition calling for greater oversight on gene editing experiments after a r
Poett.com,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 16:25:06 +0000 2018,0.2,0.4,LMFAO AND YOU'RE OUT HERE CLAIMING DIRT ... LOL LMFAO SMACKKK IF THIS IS TRUE THOSE BABIES ARE NOW JESUS 1 AND
Guifa,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 15:26:03 +0000 2018,0.1,0.8,Does China have related laws for human gene editing ? Is this editing legal or illegal ? Is CCR 5 best gene to be knoc
DME MEDS,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 15:00:35 +0000 2018,0.1,0.1,Shared via BBC : China baby gene editing claim ' dubious '
Mark Johnson,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 11:26:12 +0000 2018,-0.6,0.6,China baby gene editing claim ' dubious ' This article appeared first on
Andrew Haffner,"Chicago, IL",Illinois,chicago,41.881832,-87.623177,Mon Nov 26 03:55:34 +0000 2018,-0.3,0.3,"Ahead of int'l bioethics summit , researchers in China are applying gene-editing tech to human embryos in an attempt"
Roman Moore,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Sat Dec 01 21:10:16 +0000 2018,0.3,0.3,news analysis : Genetically Modified People Are Walking Among Us
Enclave,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Fri Nov 30 20:30:05 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes via
Roman Moore,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Fri Nov 30 11:10:27 +0000 2018,0.9,0.9,"As China Seeks Scientific Greatness , Some Say Ethics Are an Afterthought"
Roman Moore,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Thu Nov 29 13:50:06 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes
David Ward,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Thu Nov 29 13:04:56 +0000 2018,0.2,0.6,"Wow , this is scary ! Gene editing moves into a frightening new stage"
Enclave,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Tue Nov 27 23:30:04 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
Roman Moore,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Mon Nov 26 23:43:25 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Richard M. Watanabe,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Mon Nov 26 18:29:49 +0000 2018,-0.4,0.8,"If this is true , then this is ethically , scientifically , and morally wrong . Besides , as noted in the article , the"
Crwe World,"Las Vegas, NV",Nevada,las_vegas,36.114647,-115.172813,Mon Nov 26 13:00:13 +0000 2018,-0.1,0.1,China baby gene editing claim ' dubious '
Sam Turpin,"Miami, FL",Florida,miami,25.761681,-80.191788,Fri Nov 30 10:30:33 +0000 2018,0.9,0.9,""" As China Seeks Scientific Greatness , Some Say Ethics Are an Afterthought "" by SUI-LEE WEE and ELSIE CHEN via NYT Th"
David Cornell 鄺迺德,"Miami, FL",Florida,miami,25.761681,-80.191788,Fri Nov 30 02:30:11 +0000 2018,-0.2,0.2,China halts activities of baby gene-editing scientist
Josef Eshet,"Miami, FL",Florida,miami,25.761681,-80.191788,Thu Nov 29 14:01:05 +0000 2018,-0.5,0.5,China Halts Work by Scientist Who Says He Edited Babies Genes #Even China is afraid of the work
Nathanael Durbin,"Miami, FL",Florida,miami,25.761681,-80.191788,Thu Nov 29 13:25:29 +0000 2018,-0.2,0.2,""" China Halts Work by Scientist Who Says He Edited Babies Genes "" by SUI-LEE WEE via NYT The New York Times"
(((PabloColazurdo))),"Miami, FL",Florida,miami,25.761681,-80.191788,Thu Nov 29 08:24:56 +0000 2018,-0.1,0.1,RT : Could it be human gene editing was first practiced in China because the human being is a cheap commodity
David L. Moore,"Miami, FL",Florida,miami,25.761681,-80.191788,Thu Nov 29 01:01:41 +0000 2018,0,0,Could it be human gene editing was first practiced in China because the human being is a cheap com
ɹıou ǝl sɐǝɹpuɐ,"Miami, FL",Florida,miami,25.761681,-80.191788,Wed Nov 28 18:25:43 +0000 2018,-0.1,0.2,A scientist says he altered the genes of two baby girls . How big a line did he just cross ?
Social Life In Miami,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 23:16:16 +0000 2018,0,0,RT APHealthScience : Scientists at a gene editing summit in Hong Kong react to the claim of the first CRISPR babies
SANDALIO CARMONA,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 15:56:25 +0000 2018,0,0,"Researcher , American professor behind baby gene editing claims now under investigation via"
Zesty Health & Fit,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 14:12:51 +0000 2018,0,0,China orders an inquiry into the worlds first gene-edited babies
Rosario Isasi,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 11:28:29 +0000 2018,0.5,0.5,"Official Statement Committee of Genome Editing , Genetics Society China & Chinese Society for Stem Cell Research : r"
Your Home Management,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 08:05:37 +0000 2018,-0.5,0.5,HIV researchers are incensed that the first reported use of gene editing in human embryos was aimed at conferring H
Ari Pregen,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 05:38:18 +0000 2018,-0.5,0.5,New York Times Most Viewed Stories : Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Jorge Luis Lopez Esq,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 05:10:59 +0000 2018,-0.5,0.5,# RT : Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
DailyPsalms,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 05:09:02 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Linda Deng,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 04:08:51 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Hernandez_A,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 04:01:50 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
Jasmine catherine,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 00:46:20 +0000 2018,-0.4,0.4,"Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies The researcher , He Jiankui , offered"
B💗Boutique,"Miami, FL",Florida,miami,25.761681,-80.191788,Mon Nov 26 23:01:00 +0000 2018,0,0.7,#HealthNews | Chinese Scientist Claims to Make First Genetically Edited Babies | * The rese
Sam Turpin,"Miami, FL",Florida,miami,25.761681,-80.191788,Mon Nov 26 23:00:19 +0000 2018,-0.5,0.5,""" Chinese Scientist Claims to Make First Genetically Edited Babies "" by GINA KOLATA , SUI-LEE WEE and PAM BELLUCK via"
Maria Paula Barajas,"Miami, FL",Florida,miami,25.761681,-80.191788,Mon Nov 26 16:12:33 +0000 2018,-0.6,0.6,"Chinese scientist claims world's first gene-edited babies , hospital casts doubt"
Rosario Isasi,"Miami, FL",Florida,miami,25.761681,-80.191788,Mon Nov 26 11:21:00 +0000 2018,-0.2,0.7,As expected the first babies born following gene editing are from China ... and as argued before ... moratoria is a w
Franklyn Robinson,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 20:53:31 +0000 2018,0,0,China orders pause on gene-editing after outcry : via Reuters TV
Lynn Otto,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 20:30:12 +0000 2018,0,0.3,RT : We'll be talking about this story tomorrowand we want to hear from you . Where do you draw the line with gene editing ? And what
CafeSci - Portsmouth,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 20:23:11 +0000 2018,0,0.3,RT : We'll be talking about this story tomorrowand we want to hear from you . Where do you draw the line with gene editing ? And what
Science Friday,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 20:22:04 +0000 2018,-0.1,0.4,We'll be talking about this story tomorrowand we want to hear from you . Where do you draw the line with gene editi
HealthBeautyGalleria,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 20:10:29 +0000 2018,-0.9,0.9,"China Stops Work on Gene-Edited Babies In a statement released Thursday , the 14 leaders of the conference said it's"
Pace Biology PLV,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 19:59:38 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes
McKinney Boyd Science Club,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 19:55:29 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Razib Khan,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 19:31:07 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
🎄☃hbd chick☃🎄,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 19:30:20 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
Eduardo Abrantes,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 19:10:14 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
SinaiandSynapses,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 18:34:43 +0000 2018,0.6,0.6,"This is an exciting but scary step forward in the field of gene editing , appearing well ahead of a serious public r"
MinZengWSJ,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 18:33:38 +0000 2018,-0.6,0.6,NYT : China said on Thursday that it had suspended the work of a scientist who claims to have created the worlds fi
Colin,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 18:30:03 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
syawal™ シ,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 18:02:15 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Julie Anderson,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 17:16:52 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Kellie Rose Wick ☮️,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 17:04:41 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
The Bassiouni Group,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 17:03:20 +0000 2018,-0.6,0.6,#China said on Thursday that it had suspended the work of a scientist who claims to have created the worlds first
NYT Health,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:59:01 +0000 2018,-0.4,0.4,China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies
KRISOSIRARRUMM,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:48:09 +0000 2018,0,0,RT : China orders halt to gene-editing after outcry over babies
Evelyn,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:46:17 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
Tripin Fool,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:39:59 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
Speak Your Mind,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:38:40 +0000 2018,-0.6,0.6,RT : China stops controversial human gene-editing program
Will in Seattle,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:36:24 +0000 2018,0,0,RT : China orders halt to gene-editing after outcry over babies
Pure True Love 💕,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:34:23 +0000 2018,0,0,RT : China orders halt to gene-editing after outcry over babies
⚜️ Sick Puppy ⚜️,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:30:19 +0000 2018,0,0,RT : China orders halt to gene-editing after outcry over babies
Deepak Rajgor 🛰️,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:30:12 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
Michael Walsh,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:25:22 +0000 2018,0,0,RT : China orders halt to gene-editing after outcry over babies
Iván,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:24:29 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
D Jones-Dixon.,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:21:14 +0000 2018,0,0,RT : China orders halt to gene-editing after outcry over babies
The DSC Show,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:21:10 +0000 2018,0,0,RT : China orders halt to gene-editing after outcry over babies
Yahoo News,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:20:08 +0000 2018,0.2,0.2,China orders halt to gene-editing after outcry over babies
debra dosch,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:18:38 +0000 2018,-0.8,0.8,China HALTS ' unacceptable ' gene editing of babies as leading scientists around the world unite ... via
Bill Uminski,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:11:24 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
Volcano Watching,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:08:53 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
UCR Science News,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:08:18 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
Uide(이드)/시내,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:03:28 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
MadHatter,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:03:23 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Always be positive,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:00:29 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
Elias Blanco,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 16:00:01 +0000 2018,-0.5,0.5,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :
NYT Science,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:59:06 +0000 2018,-0.4,0.4,China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies
"John Trevino, CHES",New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:54:20 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Lucia Ruggiero EALR,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:48:08 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Jason Mowry,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:43:28 +0000 2018,-0.6,0.6,RT : China stops controversial human gene-editing program
Global Health Observ,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:42:02 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
E,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:40:44 +0000 2018,0,0,China suspends He Jiankui's research activities - CNN
ysaito,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:37:58 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Mark Frey,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:35:29 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
johnny utah.,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:33:50 +0000 2018,0,0,RT : The Chinese government has ordered a temporary halt to research activities for people involve in the editing human genes .
Sjögrens Forum,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:33:42 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Jazzmanahn,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:32:58 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
智Chih,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:23:22 +0000 2018,0.3,0.6,"RT : A Chinese scientist claimed he created the worlds first genetically edited babies , a step ethicists have feared . But he offer"
KentBottles,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:21:26 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Mika Sifuentes,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:20:29 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Gopal Devanahalli,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:20:03 +0000 2018,-0.6,0.6,RT : China stops controversial human gene-editing program
DCC Health Corp,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:19:14 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes
Patrick Chovanec,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:18:52 +0000 2018,0.7,0.7,My gut tells me Chinas government is more concerned about controlling this technology and its applications for its
"Brian Laung Aoaeh, CFA",New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:16:03 +0000 2018,-0.6,0.6,RT : China stops controversial human gene-editing program
FORTUNE,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:15:08 +0000 2018,-0.6,0.6,China stops controversial human gene-editing program
MayaResearchProgram,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:13:35 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Martin Frank,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:13:31 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Frederik Joelving,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:10:25 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
•Hannn•,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 15:04:29 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Shirley,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:57:35 +0000 2018,0,0,RT : Scientists in China claim they have created the world's first genetically-engineered babies using a controversial gene editing tec
Om,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:55:48 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
SAVE SABARIMALA🇮🇳,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:55:46 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
JayH,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:51:17 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
RealRasta🇿🇼,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:51:07 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Syd Weedon,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:45:21 +0000 2018,0,0,RT : The Chinese government has ordered a temporary halt to research activities for people involve in the editing human genes .
Andrew Blankstein,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:44:35 +0000 2018,0,0,RT : The Chinese government has ordered a temporary halt to research activities for people involve in the editing human genes .
David Hruodbeorht,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:44:23 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
IBookery,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:41:43 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
R̶̡͎͌͝A̴̞̦͛M̸͕͝ ̵̬̀̀M̶͓͕̄S̵̱͛M̸̡̽̃Ḙ̶̬́,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:40:44 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Nilsa Gonzalez,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:40:44 +0000 2018,0,0,RT : The Chinese government has ordered a temporary halt to research activities for people involve in the editing human genes .
PersonthatdoesnotliveinReality,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:35:12 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
TheAerospaceTimes,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:34:45 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Heather Swift,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:34:23 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
algp,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:33:53 +0000 2018,0,0,RT : The Chinese government has ordered a temporary halt to research activities for people involve in the editing human genes .
Lillian Waters,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:33:30 +0000 2018,0,0,China suspends scientists who claim to have produced gene-edited babies
ShadyAssTimes,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:32:20 +0000 2018,0,0,RT : The Chinese government has ordered a temporary halt to research activities for people involve in the editing human genes .
Denise Eskildson,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:32:07 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
Jeremy Murphy,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:30:46 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
PaulieD,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:29:55 +0000 2018,-0.6,0.6,RT : China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies :/
sandyc,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:29:48 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Yvonne,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:29:26 +0000 2018,0,0,RT : The Chinese government has ordered a temporary halt to research activities for people involve in the editing human genes .
NYT Health,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:29:04 +0000 2018,-0.4,0.4,China has suspended the work of the scientist who claims to have created the worlds first genetically edited babies
George_akafity,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:27:34 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Euler,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:26:47 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Kumar Selvaraj 👨🏽‍🔬🌱,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:26:22 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Dmitri,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:24:18 +0000 2018,0,0,RT : The Chinese government has ordered a temporary halt to research activities for people involve in the editing human genes .
うちまめ,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:23:35 +0000 2018,-0.4,1.1,"RT : On genetically edited babies , Chinas vice minister of science and technology : It is shocking and unacceptable . We are res"
Gloria 🌊🇺🇸🌊,New York City,New York,new_york,40.73061,-73.935242,Thu Nov 29 14:23:13 +0000 2018,-0.1,0.1,Gene editing moves into a frightening new stage
